"Name","Pokedex Number","Type1","Type2","Classification","Height (m)","Weight (kg)","Abilities","Generation","Legendary Status","Ecology"
"Rillaboom","812","Grass","","Drummer Pokémon","2.1","90","Overgrow, Grassy-surge","8","No","Rillaboom live in forests and are known to be very territorial. They eat fruit and plant material. They live in groups and create drumming circles in forests, and maintain the order.  It is extremely protective of its allies, and the sounds of its drumming can trigger a primal instinct that makes its allies want to fight."
"Scorbunny","813","Fire","","Rabbit Pokémon","0.3","4.5","Blaze, Libero","8","No","Scorbunny's natural habitat is grassy plains and fields. They are active and energetic, spending their days honing their powerful kicks and practicing fire-based attacks. They primarily feed on berries and other vegetation.  Scorbunny tend to live alone. They are known for being hot-blooded and reckless."
"Raboot","814","Fire","","Rabbit Pokémon","0.6","9","Blaze, Libero","8","No","Raboot live in warmer regions and are often seen near volcanic areas. They use their fire-based attacks to heat themselves and their surroundings. They tend to be solitary.  It's behavior is believed to be influenced by a special hormone that it generates. This species demonstrates a rebellious nature."
"Cinderace","815","Fire","","Striker Pokémon","1.4","33","Blaze, Libero","8","No","Cinderace live in plains and fields, but will take shelter in urban locations during cold or wet weather. They can be found in groups or on their own. They have exceptional athleticism, allowing them to deliver powerful kicks and use fire-based moves with grace and precision. They primarily feed on vegetation."
"Sobble","816","Water","","Water Lizard Pokémon","0.3","4","Torrent, Sniper","8","No","Sobble live near bodies of water and in wetlands. They are timid creatures and when threatened, will turn invisible by camouflaging in the water around them. When scared, it will shed tears that have the effect of 100 onions. They are primarily solitary Pokémon that like to spend the majority of the day hidden underwater."
"Drizzile","817","Water","","Water Lizard Pokémon","0.7","11.5","Torrent, Sniper","8","No","Drizzile inhabit damp forests and caves. Drizzile are solitary creatures known for their melancholic nature and introverted personalities. It uses its stealth and intelligence to protect itself and its territory from threats, often hiding and observing from the shadows."
"Inteleon","818","Water","","Secret Agent Pokémon","1.9","45.2","Torrent, Sniper","8","No","Inteleon habitat lies within rocky outcrops by bodies of water and wetlands.  They are exceptionally intelligent and are skilled strategists, using their environment and their natural abilities to their advantage in battles.  Inteleon tend to live in solitude. This Pokemon is the most intellegent Pokemon in the Galar region."
"Skwovet","819","Normal","","Cheeky Pokémon","0.3","2.5","Cheek-pouch, Gluttony","8","No","Skwovet can be found wherever food can be found. As such, they thrive in urban, as well as forest, environments.  They carry berries and other food items in their cheek pouches. Skwovet live alone and can be found eating nuts, berries, and seeds."
"Greedent","820","Normal","","Greedy Pokémon","0.6","6","Cheek-pouch, Gluttony","8","No","Greedent are native to the Galar region and live wherever food can be found. They love to hoard food. They live alone and defend the stashes. They eat nuts and berries."
"Rookidee","821","Flying","","Tiny Bird Pokémon","0.2","1.8","Keen-eye, Unnerve, Big-pecks","8","No","Rookidee can be found in forests and cities, demonstrating adaptability to diverse environments.  These Pokemon like to prove their courage. Rookidee tend to live in flocks where they eat small bug Pokemon."
"Corvisquire","822","Flying","","Raven Pokémon","0.8","16","Keen-eye, Unnerve, Big-pecks","8","No","Corvisquire are found in a range of habitats, including cities and forests.  They are intelligent Pokémon, but also known to be somewhat vain, often preening their feathers. Corvisquire often live in small groups that feast on the deceased."
"Corviknight","823","Flying","Steel","Raven Pokémon","2.2","75","Pressure, Unnerve, Mirror-armor","8","No","Corviknight lives mostly in highly urbanised environments in Galar and operate a Flying Taxi service for people and Pokemon who can't fly for themselves. These raven Pokemon have steel armor, making it the most powerful flying type Pokemon. These birds tend to live in flocks that feed on smaller Pokemon."
"Blipbug","824","Bug","","Larva Pokémon","0.4","8","Swarm, Compound-eyes, Telepathy","8","No","Blipbug is a very weak Pokémon. These tiny Bug types hide in foliage in meadows. When danger is near, it hides by remaining motionless."
"Dottler","825","Bug","Psychic","Radome Pokémon","0.4","19.5","Swarm, Compound-eyes, Telepathy","8","No","Dottler typically live in forests. When evolving from Blipbug it stops moving to keep energy to evolve and only uses psychic abilities. To use its psychic abilities it covers its body with moss to prevent detection."
"Orbeetle","826","Bug","Psychic","Seven Spot Pokémon","0.4","40.8","Swarm, Frisk, Telepathy","8","No","Orbeetle is commonly found in forests and plains. It is a herbivore, feeding on various plants and flowers. It is a social Pokémon, living in colonies with a hive mind. Orbeetle are known for being intelligent and strategic."
"Nickit","827","Dark","","Fox Pokémon","0.6","8.9","Run-away, Unburden, Stakeout","8","No","Nickit typically inhabits urban areas. Its diet consists of anything it can scavenge, being an omnivore. It is commonly found solitary. They are cunning and sneaky."
"Thievul","828","Dark","","Fox Pokémon","1.2","19.9","Run-away, Unburden, Stakeout","8","No","Thievul are nocturnal and inhabit urban and forest environments. They are opportunistic omnivores, eating both plants and small animals. It is commonly found solitary. Thievul are known to be crafty and manipulative."
"Gossifleur","829","Grass","","Flowering Pokémon","0.4","2.2","Cotton-down, Regenerator, Effect-spore","8","No","Gossifleur is usually found in grassy fields and meadows. It is a herbivore and consumes nectar and pollen from flowers. It lives solitarily. Gossifleur are gentle and prefer to avoid conflict."
"Eldegoss","830","Grass","","Cotton Bloom Pokémon","0.5","2.5","Cotton-down, Regenerator, Effect-spore","8","No","Eldegoss prefers to live in grassy areas and meadows. This Pokémon feeds on sunlight and nutrients in the air through its cotton-like spores, making it a unique type of herbivore. They tend to live in small groups for protection. They are gentle and kind."
"Wooloo","831","Normal","","Sheep Pokémon","0.6","6","Fluffy, Run-away, Bulletproof","8","No","Wooloo are commonly found on farms and in pastures. This Pokémon is a herbivore and grazes on grass and other vegetation. They are social, living in flocks with a close-knit social structure. Wooloo are known to be gentle and docile, often getting scared easily."
"Dubwool","832","Normal","","Sheep Pokémon","1.3","43","Fluffy, Steadfast, Bulletproof","8","No","Dubwool are typically found in mountainous and hilly regions. They are herbivores that feed on grass and hardy plants. They live in herds. Dubwool are calm and dependable. They are protective of their Wooloo."
"Chewtle","833","Water","","Snapping Pokémon","0.3","8.5","Strong-jaw, Shell-armor, Swift-swim","8","No","Chewtle can be found in rivers and lakes. This Pokémon is an omnivore, feeding on both aquatic plants and small fish. Solitary Pokémon. Chewtle are known to be playful and curious, but they can also be stubborn."
"Drednaw","834","Water","Rock","Bite Pokémon","1","115.5","Strong-jaw, Shell-armor, Swift-swim","8","No","Drednaw resides in rivers, lakes, and coastal areas. Drednaw is an omnivore, preying on fish, smaller Pokémon, and aquatic vegetation. Typically solitary Pokémon. Drednaw is aggressive and territorial."
"Yamper","835","Electric","","Puppy Pokémon","0.3","13.5","Ball-fetch, Rattled","8","No","Yamper is often found on farms and in grasslands. It is an omnivore. Yamper lives in packs. Yamper are known for being energetic and friendly."
"Boltund","836","Electric","","Dog Pokémon","1","34","Strong-jaw, Competitive","8","No","Boltund is commonly found in plains and open fields. It is an omnivore. Boltund typically roams with a pack of Yamper. Boltund are known for being loyal and protective of their trainer."
"Rolycoly","837","Rock","","Coal Pokémon","0.3","12","Steam-engine, Heatproof, Flash-fire","8","No","Rolycoly is often found in coal mines and caves. They consume coal as their primary food source, and are usually found solitary. Rolycoly are often shy and curious. They can also be easily startled."
